MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE
142.25622028383756,492.52728535208274,50.73829042619255,0.24058567,0.00061074627,0.004493509,0.0054229256,2.9408124e-05,0.0070539243,-43.031384,1575.3912915609437,1471.6588970711018,1312.352669542769,468122.9848432397,0.07648609302662036,0.028173432,0.05799475,0.1683861,2624.5086669921875,5381379.814660174,-567.94147,53.80393
